fecha,tmed
2021-12-13,"12,0"
2021-12-14,"10,8"
2021-12-15,"11,2"
2021-12-16,"10,8"
2021-12-17,"11,0"
2021-12-18,"10,2"
2021-12-19,"9,6"
2021-12-20,"10,6"
2021-12-21,"8,8"
2021-12-22,"10,4"
2021-12-23,"12,4"
2021-12-24,"13,8"
2021-12-25,"14,8"
2021-12-26,"13,8"
2021-12-27,"16,6"
2021-12-28,"17,4"
2021-12-29,"17,1"
2021-12-30,"16,4"
2021-12-31,"13,6"
2022-01-01,"11,9"
2022-01-02,"10,4"
2022-01-03,"11,7"
2022-01-04,"15,4"
2022-01-05,"10,3"
2022-01-06,"8,6"
2022-01-07,"8,4"
2022-01-08,"10,5"
2022-01-09,"12,6"
2022-01-10,"10,8"
2022-01-11,"11,1"
2022-01-12,"9,9"
2022-01-13,"8,4"
2022-01-14,"8,8"
2022-01-15,"10,2"
2022-01-16,"8,4"
2022-01-17,"10,6"
2022-01-18,"9,3"
2022-01-19,"9,0"
2022-01-20,"9,6"
2022-01-21,"8,6"
2022-01-22,"8,0"
2022-01-23,"7,9"
2022-01-24,"8,8"
2022-01-25,"8,7"
2022-01-26,"9,2"
2022-01-27,"9,6"
2022-01-28,"11,6"
2022-01-29,"12,0"
2022-01-30,"11,0"
2022-01-31,"11,4"
2022-02-01,"11,0"
2022-02-02,"12,8"
2022-02-03,"11,4"
2022-02-04,"10,8"
2022-02-05,"12,6"
2022-02-06,"12,0"
2022-02-07,"12,9"
2022-02-08,"11,8"
2022-02-09,"11,2"
2022-02-10,"10,0"
2022-02-11,"11,0"
2022-02-12,"11,6"
2022-02-13,"13,0"
2022-02-14,"13,8"
2022-02-15,"12,6"
2022-02-16,"12,6"
2022-02-17,"15,0"
2022-02-18,"13,7"
2022-02-19,"11,9"
2022-02-20,"11,3"
2022-02-21,"13,2"
2022-02-22,"13,0"
2022-02-23,"12,6"
2022-02-24,"13,1"
2022-02-25,"12,2"
2022-02-26,"10,8"
2022-02-27,"10,4"
2022-02-28,"12,4"
2022-03-01,"12,3"
2022-03-02,"11,3"
2022-03-03,"13,0"
2022-03-04,"12,4"
2022-03-05,"13,3"
2022-03-06,"10,6"
2022-03-07,"11,5"
2022-03-08,"10,2"
2022-03-09,"11,9"
2022-03-10,"11,6"
2022-03-11,"12,4"
2022-03-12,"11,6"
2022-03-13,"12,8"
2022-03-14,"12,6"
2022-03-15,"13,3"
2022-03-16,"14,2"
2022-03-17,"14,2"
2022-03-18,"14,4"
2022-03-19,"12,3"
2022-03-20,"12,4"
2022-03-21,"12,4"
2022-03-22,"11,5"
2022-03-23,"10,6"
2022-03-24,"11,4"
2022-03-25,"12,6"
2022-03-26,"12,8"
2022-03-27,"14,6"
2022-03-28,"15,3"
2022-03-29,"13,0"
2022-03-30,"12,4"
2022-03-31,"12,6"
2022-04-01,"10,2"
2022-04-02,"10,1"
2022-04-03,"7,5"
2022-04-04,"8,5"
2022-04-05,"10,8"
2022-04-06,"13,1"
2022-04-07,"16,0"
2022-04-08,"18,7"
2022-04-09,"15,8"
2022-04-10,"14,1"
2022-04-11,"13,2"
2022-04-12,"13,6"
2022-04-13,"13,4"
2022-04-14,"16,6"
2022-04-15,"18,3"
2022-04-16,"17,6"
2022-04-17,"16,6"
2022-04-18,"15,2"
2022-04-19,"14,8"
2022-04-20,"14,2"
2022-04-21,"12,7"
2022-04-22,"15,6"
2022-04-23,"13,0"
2022-04-24,"15,8"
2022-04-25,"15,1"
2022-04-26,"15,1"
2022-04-27,"16,4"
2022-04-28,"16,8"
2022-04-29,"18,6"
2022-04-30,"17,9"
2022-05-01,"17,7"
2022-05-02,"17,6"
2022-05-03,"16,0"
2022-05-04,"15,6"
2022-05-05,"17,4"
2022-05-06,"16,8"
2022-05-07,"18,4"
2022-05-08,"18,0"
2022-05-09,"18,8"
2022-05-10,"19,0"
2022-05-11,"18,9"
2022-05-12,"18,1"
2022-05-13,"17,6"
2022-05-14,"18,4"
2022-05-15,"19,6"
2022-05-16,"21,4"
2022-05-17,"19,6"
2022-05-18,"21,2"
2022-05-19,"21,2"
2022-05-20,"22,4"
2022-05-21,"24,0"
2022-05-22,"25,0"
2022-05-23,"21,0"
2022-05-24,"18,0"
2022-05-25,"17,8"
2022-05-26,"21,3"
2022-05-27,"22,6"
2022-05-28,"22,9"
2022-05-29,"21,2"
2022-05-30,"20,4"
2022-05-31,"20,6"
2022-06-01,"20,4"
2022-06-02,"20,8"
2022-06-03,"21,6"
2022-06-04,"21,8"
2022-06-05,"23,0"
2022-06-06,"23,7"
2022-06-07,"22,8"
2022-06-08,"22,8"
2022-06-09,"22,4"
2022-06-10,"22,5"
2022-06-11,"24,0"
2022-06-12,"25,3"
2022-06-13,"26,0"
2022-06-14,"24,1"
2022-06-15,"25,2"
2022-06-16,"25,2"
2022-06-17,"28,2"
2022-06-18,"25,2"
2022-06-19,"24,2"
2022-06-20,"24,8"
2022-06-21,"24,4"
2022-06-22,"24,0"
2022-06-23,"24,4"
2022-06-24,"25,4"
2022-06-25,"23,8"
2022-06-26,"24,2"
2022-06-27,"24,6"
2022-06-28,"24,3"
2022-06-29,"23,0"
2022-06-30,"23,8"
2023-07-01,"22,6"
2023-07-02,"24,6"
2023-07-03,"24,6"
2023-07-04,"25,1"
2023-07-05,"24,4"
2023-07-06,"25,2"
2023-07-07,"24,4"
2023-07-08,"25,8"
2023-07-09,"25,8"
2023-07-10,"26,1"
2023-07-11,"27,0"
2023-07-12,"26,6"
2023-07-13,"26,4"
2023-07-14,"26,9"
2023-07-15,"26,3"
2023-07-16,"26,2"
2023-07-17,"26,8"
2023-07-18,"27,5"
2023-07-19,"27,4"
2023-07-20,"26,9"
2023-07-21,"26,0"
2023-07-22,"26,6"
2023-07-23,"26,4"
2023-07-24,"27,4"
2023-07-25,"27,4"
2023-07-26,"24,0"
2023-07-27,"25,2"
2023-07-28,"24,9"
2023-07-29,"26,4"
2023-07-30,"27,0"
2023-07-31,"25,6"
2023-08-01,"27,2"
2023-08-02,"27,4"
2023-08-03,"24,6"
2023-08-04,"22,7"
2023-08-05,"24,2"
2023-08-06,"23,0"
2023-08-07,"23,5"
2023-08-08,"24,8"
2023-08-09,"25,8"
2023-08-10,"27,2"
2023-08-11,"26,7"
2023-08-12,"26,6"
2023-08-13,"26,2"
2023-08-14,"26,9"
2023-08-15,"27,2"
2023-08-16,"26,0"
2023-08-17,"26,2"
2023-08-18,"26,6"
2023-08-19,"27,6"
2023-08-20,"28,6"
2023-08-21,"29,7"
2023-08-22,"29,0"
2023-08-23,"30,4"
2023-08-24,"29,4"
2023-08-25,"28,4"
2023-08-26,"25,7"
2023-08-27,"21,8"
2023-08-28,"24,0"
2023-08-29,"21,6"
2023-08-30,"21,6"
2023-08-31,"23,5"
2023-09-01,"24,0"
2023-09-02,"24,2"
2023-09-03,"25,0"
2023-09-04,"26,0"
2023-09-05,"25,2"
2023-09-06,"25,4"
2023-09-07,"23,7"
2023-09-08,"23,6"
2023-09-09,"23,2"
2023-09-10,"23,8"
2023-09-11,"24,1"
2023-09-12,"24,4"
2023-09-13,"24,2"
2023-09-14,"24,4"
2023-09-15,"22,4"
2023-09-16,"23,2"
2023-09-17,"25,0"
2023-09-18,"27,0"
2023-09-19,"24,1"
2023-09-20,"21,2"
2023-09-21,"23,8"
2023-09-22,"22,7"
2023-09-23,"20,5"
2023-09-24,"21,6"
2023-09-25,"21,8"
2023-09-26,"21,4"
2023-09-27,"22,6"
2023-09-28,"22,8"
2023-09-29,"23,7"
2023-09-30,"25,2"
2023-10-01,"23,9"
2023-10-02,"23,0"
2023-10-03,"23,6"
2023-10-04,"25,0"
2023-10-05,"22,9"
2023-10-06,"24,0"
2023-10-07,"23,3"
2023-10-08,"22,2"
2023-10-09,"22,4"
2023-10-10,"22,5"
2023-10-11,"21,2"
2023-10-12,"21,4"
2023-10-13,"21,8"
2023-10-14,"23,0"
2023-10-15,"20,4"
2023-10-16,"19,2"
2023-10-17,"20,6"
2023-10-18,"23,2"
2023-10-19,"21,0"
2023-10-20,"19,7"
2023-10-21,"18,4"
2023-10-22,"17,0"
2023-10-23,"22,1"
2023-10-24,"19,0"
2023-10-25,"20,0"
2023-10-26,"22,6"
2023-10-27,"20,0"
2023-10-28,"20,4"
2023-10-29,"19,0"
2023-10-30,"18,6"
2023-10-31,"17,2"
2023-11-01,"18,4"
2023-11-02,"17,3"
2023-11-03,"15,3"
2023-11-04,"16,8"
2023-11-05,"18,1"
2023-11-06,"16,6"
2023-11-07,"14,2"
2023-11-08,"13,8"
2023-11-09,"14,7"
2023-11-10,"16,8"
2023-11-11,"15,4"
2023-11-12,"18,4"
2023-11-13,"20,0"
2023-11-14,"22,5"
2023-11-15,"17,6"
2023-11-16,"18,5"
2023-11-17,"16,8"
2023-11-18,"16,6"
2023-11-19,"15,2"
2023-11-20,"14,4"
2023-11-21,"15,1"
2023-11-22,"15,1"
2023-11-23,"13,4"
2023-11-24,"16,6"
2023-11-25,"13,2"
2023-11-26,"13,4"
2023-11-27,"12,4"
2023-11-28,"14,6"
2023-11-29,"13,4"
2023-11-30,"17,4"
2023-12-01,"15,0"
2023-12-02,"12,5"
2023-12-03,"10,5"
2023-12-04,"12,7"
2023-12-05,"11,6"
2023-12-06,"11,4"
2023-12-07,"12,0"
2023-12-08,"13,2"
2023-12-09,"13,8"
2023-12-10,"14,4"
2023-12-11,"17,2"
2023-12-12,"17,0"
2023-12-13,"14,4"
2023-12-14,"14,1"
2023-12-15,"13,2"
2023-12-16,"11,6"
2023-12-17,"9,5"
2023-12-18,"9,8"
2023-12-19,"11,5"
2023-12-20,"11,7"
2023-12-21,"11,8"
2023-12-22,"16,7"
2023-12-23,"13,4"
2023-12-24,"12,0"
2023-12-25,"10,6"
2023-12-26,"10,9"
2023-12-27,"10,4"
2023-12-28,"10,2"
2023-12-29,"10,0"
2023-12-30,"11,0"
2023-12-31,"13,2"
2024-01-01,"11,6"
2024-01-02,"11,8"
2024-01-03,"16,0"
2024-01-04,"14,2"
2024-01-05,"11,2"
2024-01-06,"11,2"
2024-01-07,"10,9"
2024-01-08,"8,8"
2024-01-09,"7,5"
2024-01-10,"8,5"
2024-01-11,"9,8"
2024-01-12,"9,8"
2024-01-13,"8,6"
2024-01-14,"13,7"
2024-01-15,"13,6"
2024-01-16,"14,6"
2024-01-17,"15,4"
2024-01-18,"17,5"
2024-01-19,"11,8"
2024-01-20,"9,4"
2024-01-21,"10,5"
2024-01-22,"11,8"
2024-01-23,"12,3"
2024-01-24,"13,2"
2024-01-25,"12,9"
2024-01-26,"15,3"
2024-01-27,"13,2"
2024-01-28,"12,2"
2024-01-29,"13,4"
2024-01-30,"13,6"
2024-01-31,"12,4"
2024-02-01,"12,8"
2024-02-02,"13,8"
2024-02-03,"13,4"
2024-02-04,"13,6"
2024-02-05,"13,6"
2024-02-06,"12,7"
2024-02-07,"13,2"
2024-02-08,"15,2"
2024-02-09,"14,2"
2024-02-10,"12,8"
2024-02-11,"12,6"
2024-02-12,"15,0"
2024-02-13,"13,2"
2024-02-14,"13,7"
2024-02-15,"14,7"
2024-02-16,"14,0"
2024-02-17,"15,5"
2024-02-18,"13,8"
2024-02-19,"14,3"
2024-02-20,"13,8"
2024-02-21,"13,2"
2024-02-22,"14,6"
2024-02-23,"12,0"
2024-02-24,"11,4"
2024-02-25,"11,0"
2024-02-26,"14,0"
2024-02-27,"12,4"
2024-02-28,"14,1"
2024-02-29,"12,6"
2024-03-01,"13,9"
2024-03-02,"13,4"
2024-03-03,"10,1"
2024-03-04,"12,0"
2024-03-05,"13,2"
2024-03-06,"12,2"
2024-03-07,"12,1"
2024-03-08,"13,4"
2024-03-09,"11,8"
2024-03-10,"12,1"
2024-03-11,"14,0"
2024-03-12,"12,4"
2024-03-13,"12,4"
2024-03-14,"12,9"
2024-03-15,"15,0"
2024-03-16,"15,2"
2024-03-17,"15,0"
2024-03-18,"14,7"
2024-03-19,"15,8"
2024-03-20,"14,6"
2024-03-21,"15,2"
2024-03-22,"17,5"
2024-03-23,"16,6"
2024-03-24,"14,1"
2024-03-25,"12,6"
2024-03-26,"13,4"
2024-03-27,"12,5"
2024-03-28,"17,6"
2024-03-29,"15,8"
2024-03-30,"14,4"
2024-03-31,"13,8"
2024-04-01,"14,6"
2024-04-02,"14,6"
2024-04-03,"16,7"
2024-04-04,"14,8"
2024-04-05,"16,0"
2024-04-06,"14,8"
2024-04-07,"16,2"
2024-04-08,"16,7"
2024-04-09,"15,8"
2024-04-10,"13,0"
2024-04-11,"14,2"
2024-04-12,"16,8"
2024-04-13,"19,8"
2024-04-14,"20,6"
2024-04-15,"18,2"
2024-04-16,"16,3"
2024-04-17,"13,8"
2024-04-18,"13,9"
2024-04-19,"13,6"
2024-04-20,"14,7"
2024-04-21,"14,0"
2024-04-22,"11,6"
2024-04-23,"11,1"
2024-04-24,"11,3"
2024-04-25,"13,5"
2024-04-26,"14,1"
2024-04-27,"16,3"
2024-04-28,"15,2"
2024-04-29,"13,8"
2024-04-30,"15,0"
2024-05-01,"17,2"
2024-05-02,"15,8"
2024-05-03,"15,1"
2024-05-04,"17,3"
2024-05-05,"16,8"
2024-05-06,"17,5"
2024-05-07,"16,5"
2024-05-08,"17,1"
2024-05-09,"18,1"
2024-05-10,"17,8"
2024-05-11,"17,5"
2024-05-12,"18,6"
2024-05-13,"19,2"
2024-05-14,"18,2"
2024-05-15,"16,2"
2024-05-16,"16,8"
2024-05-17,"17,8"
2024-05-18,"17,0"
2024-05-19,"17,6"
2024-05-20,"19,6"
2024-05-21,"19,0"
2024-05-22,"18,4"
2024-05-23,"18,4"
2024-05-24,"18,4"
2024-05-25,"18,6"
2024-05-26,"19,0"
2024-05-27,"20,2"
2024-05-28,"20,2"
2024-05-29,"19,8"
2024-05-30,"21,2"
2024-05-31,"21,0"
2024-06-01,"18,5"
2024-06-02,"19,9"
2024-06-03,"21,1"
2024-06-04,"21,3"
2024-06-05,"21,2"
2024-06-06,"23,0"
2024-06-07,"22,8"
2024-06-08,"22,6"
2024-06-09,"22,3"
2024-06-10,"19,2"
2024-06-11,"18,8"
2024-06-12,"18,1"
2024-06-13,"18,5"
2024-06-14,"21,8"
2024-06-15,"20,5"
2024-06-16,"21,2"
2024-06-17,"21,4"
2024-06-18,"22,0"
2024-06-19,"22,6"
2024-06-20,"21,2"
2024-06-21,"22,4"
2024-06-22,"22,6"
2024-06-23,"19,4"
2024-06-24,"22,8"
2024-06-25,"23,3"
2024-06-26,"23,0"
2024-06-27,"24,0"
2024-06-28,"24,6"
2024-06-29,"23,7"
2024-06-30,"23,4"
2024-07-01,"21,8"
2024-07-02,"22,8"
2024-07-03,"23,2"
2024-07-04,"23,0"
2024-07-05,"24,2"
2024-07-06,"24,8"
2024-07-07,"23,7"
2024-07-08,"23,4"
2024-07-09,"24,3"
2024-07-10,"25,2"
2024-07-11,"25,0"
2024-07-12,"26,4"
2024-07-13,"23,6"
2024-07-14,"24,6"
2024-07-15,"24,9"
2024-07-16,"25,8"
2024-07-17,"25,5"
2024-07-18,"25,2"
2024-07-19,"26,5"
2024-07-20,"26,8"
2024-07-21,"25,7"
2024-07-22,"25,4"
2024-07-23,"25,8"
2024-07-24,"26,1"
2024-07-25,"25,8"
2024-07-26,"26,8"
2024-07-27,"26,6"
2024-07-28,"26,1"
2024-07-29,"27,0"
2024-07-30,"30,4"
2024-07-31,"28,5"
2024-08-01,"28,1"
2024-08-02,"27,2"
2024-08-03,"26,7"
2024-08-04,"27,2"
2024-08-05,"26,6"
2024-08-06,"27,4"
2024-08-07,"28,0"
2024-08-08,"27,9"
2024-08-09,"28,6"
2024-08-10,"28,8"
2024-08-11,"27,0"
2024-08-12,"27,6"
2024-08-13,"27,6"
2024-08-14,"26,6"
2024-08-15,"24,8"
2024-08-16,"26,0"
2024-08-17,"26,6"
2024-08-18,"25,2"
2024-08-19,"24,9"
2024-08-20,"25,2"
2024-08-21,"26,4"
2024-08-22,"26,7"
2024-08-23,"27,2"
2024-08-24,"26,7"
2024-08-25,"26,8"
2024-08-26,"26,2"
2024-08-27,"26,4"
2024-08-28,"26,3"
2024-08-29,"26,2"
2024-08-30,"25,2"
2024-08-31,"26,6"
2024-09-01,"25,6"
2024-09-02,"26,0"
2024-09-03,"23,6"
2024-09-04,"21,4"
2024-09-05,"20,7"
2024-09-06,"23,8"
2024-09-07,"24,7"
2024-09-08,"22,3"
2024-09-09,"22,6"
2024-09-10,"23,4"
2024-09-11,"22,0"
2024-09-12,"20,6"
2024-09-13,"18,4"
2024-09-14,"19,7"
2024-09-15,"20,8"
2024-09-16,"22,0"
2024-09-17,"21,0"
2024-09-18,"19,6"
2024-09-19,"20,3"
2024-09-20,"20,0"
2024-09-21,"20,6"
2024-09-22,"21,2"
2024-09-23,"20,8"
2024-09-24,"22,4"
